drug1,drug2,label
543,960,16
254,1264,16
963,1261,16
522,1264,16
983,702,16
679,310,16
38,405,16
945,702,16
201,702,16
194,1257,16
201,1265,16
1014,1262,16
579,1257,16
273,655,16
298,1265,16
310,1261,16
543,917,16
1083,294,16
72,229,16
510,831,16
587,1000,16
587,453,16
72,921,16
976,1263,16
529,583,16
72,194,16
984,1262,16
970,1257,16
973,1262,16
529,909,16
181,1262,16
491,194,16
914,1261,16
201,1262,16
934,831,16
287,930,16
491,229,16
1264,587,16
491,921,16
572,655,16
945,1262,16
30,831,16
287,464,16
287,967,16
1083,1266,16
453,38,16
259,1261,16
1083,1269,16
587,275,16
491,936,16
358,1257,16
205,38,16
529,970,16
164,38,16
611,1264,16
529,928,16
991,1261,16
72,950,16
950,1264,16
336,1263,16
1003,1265,16
229,1262,16
952,1263,16
1270,1264,16
1083,205,16
543,970,16
358,1262,16
702,1257,16
377,831,16
310,831,16
298,405,16
960,1261,16
1266,156,16
643,587,16
529,164,16
464,1265,16
1266,1270,16
262,655,16
1258,221,16
1258,643,16
1266,943,16
1258,224,16
41,831,16
270,1262,16
1258,831,16
455,702,16
1258,948,16
1258,259,16
181,1265,16
175,831,16
181,702,16
377,405,16
543,438,16
1258,961,16
1014,1257,16
196,655,16
529,992,16
529,455,16
204,1265,16
585,1263,16
151,1264,16
543,1262,16
1266,371,16
1266,336,16
1266,358,16
1258,434,16
981,1264,16
287,861,16
1271,1263,16
359,1257,16
679,934,16
587,1007,16
84,655,16
1266,565,16
493,1264,16
918,1265,16
245,1257,16
288,1265,16
972,1263,16
72,1006,16
1266,730,16
587,915,16
72,976,16
593,1257,16
587,493,16
204,831,16
1266,681,16
958,831,16
354,655,16
1266,38,16
1260,982,16
1083,636,16
1266,413,16
821,1265,16
287,1264,16
821,702,16
1258,937,16
453,655,16
914,405,16
208,405,16
453,1261,16
282,587,16
996,405,16
543,945,16
980,405,16
967,38,16
934,1263,16
543,942,16
469,405,16
936,38,16
63,1261,16
529,196,16
156,1264,16
1267,1261,16
1006,831,16
529,229,16
957,1263,16
529,921,16
529,194,16
205,16,16
587,950,16
961,831,16
1083,1265,16
273,1261,16
1266,1267,16
543,529,16
38,1264,16
1266,991,16
543,1264,16
543,231,16
702,38,16
679,954,16
543,145,16
1266,993,16
543,929,16
543,961,16
587,925,16
1266,51,16
1266,962,16
1258,478,16
1266,36,16
1266,1006,16
1264,15,16
1083,150,16
1266,973,16
1266,1010,16
464,831,16
393,1261,16
380,1261,16
653,655,16
529,320,16
587,967,16
543,464,16
587,595,16
529,572,16
930,1263,16
142,572,16
72,948,16
72,259,16
587,273,16
928,1264,16
985,405,16
287,525,16
1260,536,16
1260,201,16
1260,200,16
1260,199,16
1266,250,16
942,1263,16
280,1262,16
679,1261,16
1258,944,16
679,240,16
997,831,16
587,942,16
679,392,16
201,1264,16
197,1264,16
150,1265,16
1260,914,16
1258,1263,16
279,38,16
1266,151,16
485,1261,16
393,405,16
543,980,16
587,499,16
38,1265,16
30,655,16
163,38,16
72,957,16
915,655,16
948,1261,16
1265,655,16
18,831,16
442,1265,16
1258,923,16
587,987,16
1260,937,16
287,572,16
543,41,16
1258,653,16
543,611,16
979,1263,16
702,405,16
529,990,16
936,831,16
529,1009,16
529,987,16
981,702,16
1260,282,16
956,1262,16
681,702,16
1260,1008,16
1267,405,16
1260,279,16
593,1261,16
195,1262,16
1260,943,16
204,655,16
1260,84,16
72,486,16
187,405,16
978,1262,16
270,655,16
287,195,16
1083,142,16
273,405,16
587,941,16
151,1262,16
982,1262,16
595,831,16
254,702,16
948,1264,16
254,1265,16
1014,1263,16
945,1257,16
543,821,16
491,294,16
347,702,16
1012,831,16
347,1265,16
187,1261,16
494,405,16
36,405,16
946,38,16
287,957,16
294,1265,16
543,320,16
572,1263,16
287,1108,16
958,655,16
543,572,16
1083,583,16
926,1257,16
491,1010,16
679,958,16
529,294,16
380,1262,16
287,197,16
72,724,16
491,1261,16
1013,1262,16
1266,150,16
491,240,16
491,393,16
491,392,16
587,552,16
229,1257,16
963,1264,16
921,38,16
260,1263,16
199,1263,16
250,1265,16
931,1265,16
250,702,16
931,702,16
72,204,16
1260,478,16
911,405,16
469,1264,16
491,1001,16
529,636,16
587,320,16
310,655,16
294,702,16
587,572,16
1266,1257,16
1001,1263,16
543,335,16
587,229,16
1108,1264,16
587,921,16
151,405,16
72,987,16
587,194,16
529,1001,16
543,1014,16
543,416,16
585,1257,16
948,405,16
287,931,16
967,1264,16
542,1257,16
159,405,16
455,229,16
991,1257,16
1263,1261,16
652,655,16
602,1257,16
491,1108,16
416,1262,16
1262,1257,16
72,983,16
529,914,16
224,38,16
985,1261,16
1266,922,16
910,1263,16
1005,1264,16
525,702,16
965,38,16
940,1264,16
287,934,16
948,1262,16
287,586,16
469,831,16
201,1263,16
525,1265,16
529,36,16
229,702,16
1258,202,16
491,933,16
1258,289,16
1258,955,16
543,914,16
935,1261,16
491,540,16
491,541,16
491,377,16
540,831,16
945,38,16
491,916,16
465,702,16
999,1257,16
320,405,16
371,1257,16
679,41,16
679,611,16
491,413,16
541,702,16
979,655,16
1083,655,16
1007,655,16
1003,1262,16
1010,38,16
335,655,16
72,438,16
259,1264,16
36,1264,16
72,465,16
72,401,16
171,405,16
72,1263,16
950,1261,16
287,72,16
702,1264,16
165,655,16
1009,1257,16
1266,1269,16
335,1257,16
245,38,16
679,936,16
466,1264,16
72,525,16
455,336,16
72,1015,16
491,980,16
529,208,16
943,1262,16
1083,466,16
1083,317,16
1083,929,16
197,1263,16
491,204,16
934,1264,16
491,1015,16
51,831,16
354,1261,16
262,831,16
491,525,16
525,1257,16
1008,831,16
287,673,16
653,38,16
18,1264,16
679,963,16
1007,405,16
673,1264,16
931,655,16
914,655,16
955,1263,16
1268,702,16
1268,1265,16
1258,442,16
945,655,16
214,405,16
922,655,16
679,995,16
1258,1264,16
1260,270,16
1262,655,16
541,1262,16
1083,287,16
924,1262,16
1083,949,16
587,918,16
380,1265,16
1083,288,16
1083,1005,16
316,38,16
287,968,16
491,464,16
587,466,16
1258,187,16
944,38,16
999,831,16
72,913,16
1258,214,16
195,1261,16
587,730,16
679,996,16
639,1265,16
587,565,16
491,41,16
923,405,16
84,405,16
681,831,16
942,1257,16
529,260,16
918,1264,16
529,262,16
392,1257,16
529,975,16
941,655,16
1272,831,16
541,831,16
542,405,16
529,197,16
1266,442,16
937,655,16
1264,1259,16
336,1262,16
287,989,16
911,38,16
287,392,16
1258,585,16
214,831,16
245,831,16
1260,945,16
1266,949,16
973,1264,16
1083,455,16
1266,276,16
202,1262,16
1083,992,16
1266,288,16
1083,499,16
543,522,16
1258,464,16
1258,543,16
954,38,16
320,1257,16
1258,989,16
289,405,16
959,38,16
1266,281,16
1258,72,16
419,1264,16
587,974,16
976,1265,16
1083,945,16
976,702,16
257,405,16
1083,942,16
1258,928,16
72,927,16
929,1263,16
932,655,16
916,1264,16
1258,257,16
940,1265,16
529,1015,16
240,1263,16
529,525,16
987,702,16
287,164,16
1012,1262,16
1013,1257,16
298,38,16
587,1270,16
1258,1005,16
587,208,16
926,38,16
543,1272,16
72,1266,16
674,1257,16
393,1264,16
199,38,16
956,1257,16
1258,181,16
287,1257,16
276,831,16
1260,159,16
543,987,16
1083,925,16
1260,971,16
679,499,16
455,1267,16
1258,925,16
587,196,16
287,926,16
1266,1000,16
1258,529,16
317,831,16
1266,1004,16
1258,347,16
1258,63,16
282,1262,16
1258,821,16
1268,1262,16
529,84,16
397,1265,16
543,38,16
1083,909,16
1012,38,16
371,831,16
1260,996,16
478,1261,16
1260,995,16
1083,413,16
952,1262,16
983,831,16
931,1261,16
72,184,16
934,655,16
681,1263,16
1083,453,16
652,1263,16
1260,529,16
1266,196,16
536,655,16
72,1257,16
419,407,16
542,1261,16
1260,327,16
279,405,16
442,1261,16
543,954,16
543,956,16
529,275,16
316,655,16
1260,542,16
1257,1263,16
987,1262,16
997,1262,16
1002,38,16
543,918,16
990,38,16
1258,494,16
970,1261,16
280,1263,16
1266,469,16
967,702,16
260,405,16
915,1262,16
371,1261,16
287,1097,16
587,199,16
587,200,16
1266,923,16
1260,928,16
1260,1265,16
921,1262,16
1260,702,16
1260,164,16
1260,989,16
1083,257,16
184,405,16
1260,72,16
51,1263,16
72,453,16
529,195,16
1083,971,16
543,540,16
543,541,16
543,377,16
485,702,16
276,702,16
485,1265,16
276,1265,16
287,380,16
294,655,16
1260,926,16
529,477,16
543,636,16
491,942,16
187,1265,16
1260,419,16
1260,972,16
72,522,16
72,145,16
926,831,16
971,655,16
1083,595,16
72,231,16
978,831,16
1260,359,16
679,196,16
491,1271,16
543,273,16
929,831,16
543,275,16
72,336,16
491,572,16
543,485,16
943,1257,16
491,466,16
491,317,16
72,1003,16
287,959,16
150,655,16
1260,583,16
184,1264,16
1266,957,16
1260,18,16
579,655,16
287,1269,16
208,1263,16
861,405,16
543,84,16
679,653,16
961,1264,16
957,38,16
205,405,16
529,1012,16
41,1263,16
287,1266,16
1260,1266,16
587,946,16
529,274,16
142,655,16
287,150,16
72,955,16
525,1262,16
161,1261,16
287,289,16
529,317,16
1272,655,16
1260,1258,16
679,572,16
262,1261,16
30,1261,16
327,655,16
636,655,16
197,1257,16
543,996,16
543,995,16
529,202,16
971,1261,16
438,655,16
522,1261,16
312,38,16
922,38,16
587,931,16
1266,583,16
72,181,16
961,1262,16
954,1257,16
171,655,16
529,416,16
30,1265,16
991,1262,16
1083,987,16
1083,990,16
1269,1257,16
529,1014,16
84,38,16
543,950,16
287,202,16
359,1261,16
977,702,16
529,335,16
977,1265,16
287,955,16
275,655,16
643,405,16
1083,1260,16
494,1264,16
287,171,16
287,639,16
948,702,16
287,317,16
948,1265,16
287,579,16
287,18,16
529,327,16
1260,33,16
1260,335,16
529,542,16
1260,416,16
72,611,16
1258,552,16
918,702,16
30,405,16
932,455,16
164,1261,16
327,1261,16
1006,1265,16
973,702,16
973,1265,16
961,405,16
655,1263,16
923,702,16
1083,585,16
923,1265,16
254,405,16
980,1262,16
287,943,16
1258,986,16
175,1262,16
679,540,16
679,541,16
679,377,16
681,655,16
679,916,16
491,929,16
587,1261,16
529,974,16
679,933,16
587,240,16
587,392,16
347,1263,16
1013,1263,16
231,1265,16
231,702,16
932,1257,16
970,702,16
72,202,16
491,1014,16
679,593,16
240,16,16
543,959,16
543,317,16
259,655,16
543,679,16
583,1263,16
976,1261,16
916,831,16
971,405,16
1265,831,16
1269,38,16
958,1264,16
287,914,16
1003,405,16
976,1264,16
724,831,16
491,407,16
1083,821,16
1083,347,16
1083,63,16
294,1263,16
925,1257,16
259,1263,16
1271,655,16
975,38,16
989,1262,16
952,831,16
287,652,16
477,38,16
949,38,16
1270,1262,16
552,655,16
392,831,16
187,1264,16
1083,312,16
1083,274,16
491,639,16
335,1262,16
142,1262,16
1266,964,16
909,405,16
543,653,16
924,1264,16
1083,30,16
974,1263,16
1258,156,16
992,405,16
491,522,16
529,1271,16
1258,1270,16
276,1264,16
486,1263,16
358,655,16
821,1262,16
996,655,16
587,585,16
397,1257,16
335,1265,16
335,702,16
529,579,16
927,405,16
72,289,16
1083,529,16
529,639,16
529,171,16
1266,956,16
949,1257,16
933,1264,16
1266,970,16
910,1265,16
941,1257,16
187,1262,16
985,831,16
1258,371,16
1258,336,16
1258,358,16
1271,1261,16
674,405,16
262,1108,16
565,405,16
33,1261,16
1083,999,16
1258,911,16
499,702,16
679,931,16
499,1265,16
915,831,16
464,1261,16
1258,565,16
1083,260,16
931,1264,16
1083,975,16
1258,730,16
1266,30,16
942,655,16
987,1265,16
1266,1008,16
1270,702,16
1266,279,16
1266,270,16
287,1000,16
1266,282,16
491,312,16
1258,38,16
281,38,16
1260,923,16
1083,952,16
1258,413,16
543,347,16
1258,909,16
543,477,16
999,655,16
310,1264,16
730,1257,16
142,1264,16
529,1003,16
529,407,16
486,831,16
63,1263,16
196,38,16
287,161,16
957,1261,16
281,1262,16
327,1264,16
964,38,16
543,63,16
980,655,16
33,831,16
163,831,16
944,1261,16
968,1262,16
997,38,16
593,405,16
1260,973,16
1009,831,16
1258,1267,16
287,552,16
942,1262,16
1258,991,16
543,164,16
679,204,16
1266,994,16
543,928,16
1258,993,16
1266,674,16
1266,312,16
405,1262,16
1258,51,16
1258,962,16
542,1265,16
1258,36,16
542,702,16
1258,1006,16
380,1263,16
1258,973,16
1258,1010,16
1083,994,16
1258,485,16
401,702,16
602,38,16
529,145,16
579,1261,16
543,542,16
455,831,16
543,276,16
960,702,16
960,1265,16
981,405,16
72,466,16
543,327,16
653,405,16
377,1264,16
679,438,16
491,595,16
679,536,16
499,405,16
673,1263,16
679,199,16
1258,976,16
679,1263,16
679,200,16
1258,1097,16
270,1264,16
679,465,16
1260,36,16
281,1265,16
287,469,16
281,702,16
287,982,16
221,655,16
401,1257,16
275,38,16
987,831,16
18,38,16
262,38,16
1266,978,16
543,407,16
730,405,16
1258,151,16
587,202,16
491,245,16
587,579,16
587,986,16
978,405,16
529,932,16
1266,175,16
491,593,16
583,1257,16
208,831,16
587,171,16
587,639,16
1260,254,16
407,405,16
1260,965,16
1005,1265,16
1260,163,16
171,1262,16
587,151,16
679,317,16
1260,486,16
679,289,16
529,522,16
679,1003,16
529,959,16
72,310,16
221,1263,16
529,1265,16
585,38,16
1083,643,16
196,831,16
1258,196,16
171,831,16
1260,922,16
1260,681,16
959,1257,16
1260,38,16
1260,961,16
1260,948,16
1083,208,16
679,1268,16
702,655,16
1260,280,16
491,673,16
312,702,16
931,405,16
1260,156,16
861,702,16
643,655,16
543,966,16
1266,33,16
287,913,16
1097,405,16
1083,970,16
288,1263,16
679,957,16
1258,1269,16
491,918,16
491,84,16
187,1263,16
1258,935,16
72,161,16
442,1262,16
1009,655,16
1258,1266,16
1271,1264,16
287,587,16
1097,1261,16
397,1262,16
979,831,16
287,142,16
543,1012,16
491,963,16
515,1264,16
72,1001,16
287,999,16
161,1265,16
491,1263,16
161,702,16
287,997,16
491,465,16
491,401,16
529,1262,16
491,438,16
84,1265,16
552,1263,16
679,393,16
982,1257,16
72,371,16
930,1261,16
72,968,16
965,831,16
491,913,16
224,405,16
1260,510,16
652,1265,16
593,655,16
72,967,16
199,1257,16
72,1267,16
171,1261,16
380,702,16
918,405,16
72,991,16
920,38,16
1001,1261,16
543,260,16
1258,1257,16
72,993,16
1083,195,16
529,724,16
231,38,16
1083,491,16
543,982,16
587,1271,16
1009,405,16
1083,380,16
175,1257,16
1004,405,16
522,1265,16
287,354,16
522,702,16
287,262,16
287,975,16
529,989,16
993,38,16
480,1257,16
224,702,16
72,245,16
1258,240,16
260,702,16
1260,493,16
955,1261,16
273,1264,16
1083,224,16
224,1261,16
214,1257,16
72,933,16
72,354,16
1258,159,16
1083,221,16
565,655,16
543,1271,16
72,916,16
1007,1265,16
1007,702,16
72,541,16
419,702,16
1258,922,16
419,1265,16
933,405,16
1083,831,16
145,1264,16
1258,1013,16
401,405,16
962,702,16
962,1265,16
1083,565,16
416,1257,16
491,199,16
927,702,16
935,1263,16
927,1265,16
200,702,16
1258,359,16
963,38,16
955,1264,16
491,536,16
653,1257,16
465,298,16
943,1263,16
197,1262,16
543,442,16
542,1264,16
1083,918,16
184,831,16
962,1257,16
469,1265,16
980,831,16
469,702,16
963,702,16
72,392,16
72,240,16
72,393,16
282,405,16
262,1262,16
72,1261,16
1258,184,16
491,724,16
572,1261,16
1260,464,16
208,702,16
522,1262,16
208,1265,16
310,702,16
494,1257,16
310,1265,16
529,960,16
1083,972,16
967,655,16
287,294,16
1266,208,16
1000,405,16
922,1262,16
1266,197,16
1266,997,16
1266,298,16
199,1261,16
983,1263,16
354,1263,16
972,655,16
966,38,16
491,940,16
1097,655,16
1015,38,16
1083,485,16
491,165,16
1097,1264,16
317,655,16
1083,51,16
937,405,16
945,1264,16
347,1262,16
988,655,16
979,405,16
298,831,16
33,1257,16
529,948,16
529,259,16
274,1263,16
937,1257,16
679,992,16
679,455,16
529,965,16
72,250,16
956,655,16
287,320,16
1010,405,16
336,702,16
336,1265,16
335,831,16
312,831,16
1083,259,16
991,655,16
674,655,16
941,1262,16
229,38,16
164,702,16
164,1265,16
679,655,16
254,655,16
679,583,16
491,587,16
259,702,16
260,831,16
259,1265,16
821,831,16
1260,259,16
150,831,16
477,1262,16
910,655,16
72,944,16
994,831,16
975,831,16
587,653,16
973,1263,16
280,1264,16
287,159,16
164,1262,16
1258,377,16
184,1265,16
585,1265,16
924,831,16
923,1261,16
197,38,16
541,1265,16
491,967,16
287,205,16
679,928,16
480,405,16
937,831,16
477,1264,16
587,358,16
966,1257,16
1260,543,16
679,229,16
465,1265,16
679,921,16
579,1265,16
679,194,16
287,310,16
1083,956,16
1083,276,16
1265,1257,16
287,419,16
1258,949,16
1258,287,16
1266,397,16
1083,320,16
1266,515,16
925,1265,16
1258,288,16
1266,920,16
1266,981,16
320,38,16
270,405,16
1083,572,16
1078,587,16
1015,831,16
1258,281,16
543,195,16
529,915,16
1007,1264,16
477,1257,16
1260,913,16
30,1257,16
480,1261,16
72,918,16
679,320,16
585,1262,16
260,1261,16
1006,38,16
930,1257,16
1266,18,16
529,940,16
914,1257,16
165,38,16
529,165,16
287,984,16
1004,655,16
287,983,16
944,1265,16
944,702,16
491,552,16
145,655,16
200,1264,16
949,1261,16
543,199,16
262,1265,16
543,201,16
262,702,16
679,1007,16
1108,1265,16
972,1262,16
245,405,16
1266,977,16
287,485,16
438,702,16
1266,316,16
438,1265,16
289,38,16
287,51,16
1266,971,16
946,831,16
1258,1000,16
595,1263,16
1083,997,16
1258,453,16
465,655,16
1258,1004,16
1266,231,16
442,655,16
936,1262,16
287,240,16
959,405,16
478,1263,16
18,1262,16
145,405,16
543,371,16
587,937,16
455,585,16
240,831,16
1083,1268,16
455,1262,16
1260,480,16
652,1261,16
529,967,16
1260,959,16
529,968,16
542,1263,16
679,990,16
529,354,16
679,987,16
72,929,16
287,724,16
543,165,16
287,477,16
702,831,16
1257,1261,16
966,1262,16
442,405,16
1272,1257,16
280,1261,16
587,1268,16
279,1265,16
1083,861,16
587,354,16
1258,469,16
1266,958,16
587,975,16
200,1265,16
317,1263,16
587,260,16
954,405,16
347,831,16
491,1009,16
1260,145,16
1004,1264,16
1266,257,16
1260,231,16
529,163,16
51,1261,16
679,1272,16
973,405,16
529,254,16
1260,522,16
1007,1261,16
543,294,16
347,655,16
996,1264,16
493,38,16
529,602,16
159,1263,16
986,1262,16
978,1257,16
1002,1257,16
455,1265,16
1083,973,16
276,655,16
455,480,16
1258,966,16
1260,407,16
1108,1263,16
455,1274,16
1260,184,16
586,38,16
1257,831,16
543,967,16
543,932,16
1260,673,16
1260,1262,16
543,282,16
164,1264,16
543,279,16
960,405,16
543,968,16
543,1008,16
893,1277,17
894,1278,17
557,1279,17
894,1280,17
893,1281,17
1282,25,17
285,1283,17
31,1283,17
1282,939,17
264,1283,17
1279,1283,17
894,939,17
894,60,17
894,73,17
1284,1283,17
209,1283,17
894,1281,17
893,1279,17
893,1283,17
1282,73,17
893,1285,17
894,68,17
142,1283,17
1282,54,17
557,1283,17
150,25,17
893,939,17
557,1277,17
894,1277,17
893,1286,17
1287,1283,17
60,1283,17
1288,1283,17
1289,1283,17
557,1280,17
651,1283,17
894,40,17
557,73,17
1290,1283,17
1282,1278,17
1291,1283,17
142,25,17
893,60,17
1282,1277,17
557,40,17
893,25,17
557,54,17
894,1286,17
894,1279,17
557,1286,17
1282,68,17
893,1278,17
893,68,17
893,40,17
893,1280,17
1292,1283,17
894,1283,17
893,73,17
54,1283,17
1282,1285,17
1293,1283,17
1282,1286,17
1282,1280,17
1282,1283,17
557,68,17
557,25,17
557,60,17
557,1278,17
894,25,17
150,1283,17
1282,1281,17
557,1285,17
1120,1283,17
1282,60,17
557,939,17
894,1285,17
893,54,17
557,1281,17
1282,1279,17
894,54,17
1282,40,17
686,1283,17
1294,1283,17
97,1295,18
492,1296,18
486,421,18
1297,421,18
186,1298,18
317,1295,18
599,1295,18
293,1298,18
81,1295,18
587,630,18
992,421,18
86,1295,18
81,1296,18
97,1296,18
571,1298,18
317,421,18
451,1296,18
353,1296,18
118,1295,18
1299,88,18
293,34,18
992,1295,18
492,1295,18
48,421,18
186,1295,18
86,1296,18
318,1296,18
492,421,18
89,1296,18
88,1296,18
554,1298,18
318,1295,18
494,421,18
1300,88,18
1301,421,18
599,1296,18
451,34,18
186,1296,18
886,1295,18
451,1295,18
186,34,18
554,34,18
494,1295,18
554,1296,18
90,1296,18
571,34,18
1297,1295,18
886,421,18
554,1295,18
318,34,18
78,1295,18
118,1296,18
293,1296,18
88,1295,18
293,1295,18
1302,88,18
94,1296,18
599,421,18
318,1298,18
1301,1295,18
94,1295,18
48,1296,18
571,1295,18
78,1296,18
353,421,18
886,1296,18
85,1296,18
85,1295,18
90,1295,18
89,1295,18
587,193,18
587,689,18
317,1296,18
83,1295,18
1293,198,18
571,1296,18
451,1298,18
353,1295,18
1297,1296,18
83,1296,18
1301,1296,18
48,1295,18
362,1026,19
308,563,19
530,1028,19
530,1029,19
362,139,19
376,1025,19
1303,1027,19
362,1027,19
1303,504,19
1303,519,19
559,1303,19
1304,530,19
247,1029,19
247,1028,19
376,647,19
1303,1038,19
362,1035,19
376,731,19
1303,139,19
1303,1033,19
563,1028,19
563,1029,19
369,563,19
1303,1032,19
1303,1023,19
1305,1303,19
559,362,19
1303,1026,19
376,576,19
376,1034,19
1303,1029,19
376,1026,19
1303,731,19
1303,1025,19
1303,1036,19
1303,1016,19
1303,1031,19
1303,1034,19
636,1303,19
308,247,19
1304,362,19
1306,1303,19
376,1037,19
376,519,19
369,247,19
1303,1035,19
362,576,19
1303,248,19
376,911,19
1303,1037,19
308,362,19
376,1027,19
308,376,19
362,504,19
1307,1303,19
369,362,19
376,504,19
362,647,19
1304,376,19
362,911,19
376,1038,19
362,1023,19
376,1022,19
362,1025,19
1308,1303,19
376,248,19
1309,1303,19
1303,1028,19
362,248,19
376,139,19
362,1028,19
362,1032,19
362,1029,19
362,1033,19
376,1036,19
376,1028,19
376,1029,19
1303,647,19
311,1303,19
362,1016,19
362,1031,19
362,731,19
362,1036,19
376,1031,19
376,1016,19
559,376,19
1304,1303,19
369,376,19
362,719,19
362,1037,19
362,1038,19
1303,719,19
376,343,19
362,1022,19
1303,576,19
376,1032,19
376,1023,19
376,719,19
1303,911,19
558,1303,19
376,1033,19
1303,343,19
362,343,19
362,1034,19
1304,563,19
376,1035,19
362,519,19
1303,1022,19
1310,1303,19
971,1226,20
455,638,20
394,1210,20
955,499,20
1311,499,20
242,280,20
370,492,20
653,154,20
494,67,20
1221,764,20
494,271,20
1221,206,20
1091,294,20
956,650,20
956,730,20
956,492,20
784,158,20
614,638,20
589,1003,20
1079,1098,20
437,1311,20
539,1216,20
931,564,20
931,294,20
784,310,20
500,1226,20
137,1076,20
1098,1019,20
640,227,20
633,610,20
640,46,20
242,395,20
501,863,20
971,262,20
1312,1097,20
1313,1221,20
539,650,20
539,730,20
1311,689,20
1311,543,20
1105,818,20
245,183,20
196,801,20
1079,1210,20
863,684,20
383,543,20
681,317,20
383,689,20
1105,395,20
1105,638,20
1185,237,20
1176,1314,20
500,618,20
500,610,20
417,206,20
383,1187,20
1311,183,20
302,264,20
302,568,20
653,1314,20
589,44,20
1210,1030,20
575,1226,20
501,288,20
199,285,20
883,1311,20
1312,262,20
1315,227,20
1115,271,20
1115,67,20
883,1210,20
1316,1208,20
417,730,20
302,575,20
417,650,20
137,347,20
633,67,20
1315,1097,20
633,333,20
1315,253,20
1176,1187,20
1091,499,20
528,1187,20
863,392,20
1208,333,20
589,492,20
500,347,20
392,472,20
884,716,20
417,279,20
417,278,20
455,1020,20
956,575,20
1317,392,20
1318,500,20
588,499,20
137,1232,20
1318,453,20
494,730,20
494,650,20
383,1316,20
614,970,20
1318,175,20
383,395,20
143,453,20
1098,914,20
1027,1319,20
645,705,20
1311,657,20
575,1316,20
575,395,20
1208,1319,20
1091,158,20
1311,914,20
316,158,20
1079,1320,20
1079,1304,20
1079,878,20
955,492,20
500,395,20
500,1316,20
500,638,20
971,437,20
1312,492,20
1185,158,20
955,44,20
640,237,20
1313,67,20
1313,271,20
1312,1232,20
556,302,20
59,154,20
1079,237,20
429,317,20
1315,1098,20
296,392,20
1027,764,20
1321,206,20
1321,764,20
1027,206,20
1208,684,20
413,44,20
931,499,20
1322,46,20
417,528,20
302,347,20
955,1216,20
1027,564,20
640,638,20
1027,294,20
1007,1098,20
1176,46,20
59,137,20
1263,285,20
589,1313,20
429,455,20
495,914,20
370,863,20
392,294,20
370,231,20
1312,1260,20
302,1315,20
1105,183,20
1317,618,20
1317,610,20
556,294,20
633,618,20
528,1314,20
640,310,20
495,1293,20
633,420,20
242,175,20
883,285,20
196,183,20
1088,1097,20
196,1313,20
1176,347,20
1321,1097,20
863,183,20
883,1260,20
971,253,20
1007,500,20
956,818,20
653,575,20
288,340,20
614,644,20
288,1323,20
455,689,20
863,500,20
528,645,20
316,486,20
863,453,20
589,1232,20
556,175,20
413,716,20
1091,1263,20
1185,681,20
1007,175,20
1091,438,20
437,199,20
288,1097,20
264,1019,20
316,280,20
931,1314,20
394,280,20
413,1321,20
1185,1020,20
370,602,20
242,716,20
1208,638,20
1208,395,20
784,666,20
1091,818,20
956,568,20
302,987,20
1313,914,20
1315,237,20
429,987,20
59,716,20
296,154,20
645,411,20
575,1319,20
1105,730,20
137,645,20
1105,650,20
1079,221,20
1079,224,20
370,46,20
955,1304,20
437,932,20
288,175,20
956,1187,20
437,1293,20
437,354,20
437,1187,20
495,67,20
302,395,20
302,1316,20
302,638,20
931,523,20
1088,1311,20
302,206,20
539,1020,20
1088,1030,20
1321,1319,20
245,1320,20
1313,657,20
971,278,20
1322,411,20
971,279,20
1313,472,20
528,1319,20
392,499,20
296,666,20
1187,486,20
1079,280,20
59,253,20
1311,666,20
1079,486,20
528,1216,20
1321,317,20
1321,455,20
196,1312,20
1321,992,20
633,1216,20
383,285,20
1187,1262,20
1098,1216,20
1315,638,20
653,1315,20
784,294,20
1176,244,20
1176,245,20
784,564,20
59,227,20
242,231,20
1312,1216,20
59,438,20
59,1263,20
59,262,20
1315,278,20
1315,279,20
589,523,20
429,638,20
501,997,20
1324,970,20
883,1098,20
640,1226,20
883,310,20
199,455,20
199,992,20
392,158,20
1115,987,20
1312,650,20
1312,730,20
1176,411,20
143,987,20
1105,340,20
417,1020,20
1105,1323,20
633,361,20
1091,1018,20
1091,863,20
1098,1221,20
633,987,20
59,150,20
1208,288,20
589,602,20
429,1020,20
1263,1187,20
494,262,20
653,1020,20
417,681,20
494,438,20
588,1018,20
956,379,20
640,970,20
955,1187,20
1318,347,20
1318,296,20
324,417,20
645,499,20
199,183,20
1210,199,20
614,894,20
528,730,20
528,650,20
143,347,20
1185,395,20
1185,638,20
633,1318,20
1316,539,20
784,340,20
784,1323,20
784,1079,20
633,914,20
956,479,20
392,1019,20
645,317,20
392,1030,20
1311,1084,20
288,499,20
1208,206,20
1322,1076,20
494,486,20
1322,158,20
1317,970,20
528,588,20
1312,199,20
1322,143,20
143,1260,20
324,347,20
1105,645,20
302,333,20
245,438,20
245,1020,20
588,227,20
1088,279,20
429,1311,20
1079,500,20
1027,1187,20
137,1187,20
1079,453,20
392,438,20
1321,638,20
1321,395,20
1321,1316,20
413,523,20
302,317,20
640,689,20
1027,472,20
1221,379,20
539,878,20
539,1304,20
1317,361,20
539,1320,20
1317,987,20
1322,1030,20
556,420,20
588,310,20
931,730,20
59,884,20
245,420,20
392,818,20
1263,689,20
653,1076,20
1315,884,20
1313,1216,20
1210,296,20
1176,143,20
1210,347,20
196,1320,20
1027,420,20
1176,1076,20
556,523,20
1321,1020,20
1027,199,20
1221,175,20
