drug1,drug2,label,scenario
771,128,48,S0
580,1049,59,S0
256,13,48,S0
151,673,74,S0
116,1048,72,S0
334,1073,46,S0
61,1209,48,S0
1058,280,2,S0
286,630,48,S0
431,159,46,S0
633,898,81,S0
356,159,46,S0
579,651,48,S0
272,178,46,S0
107,564,15,S0
336,590,46,S0
1,503,69,S0
232,837,72,S0
759,1467,48,S0
96,751,5,S0
596,1071,75,S0
809,7,74,S0
264,430,72,S0
313,580,3,S0
143,304,24,S0
432,580,59,S0
162,406,72,S0
4,692,3,S0
919,938,48,S0
309,282,46,S0
364,134,48,S0
387,1068,15,S0
836,1225,72,S0
158,952,69,S0
618,55,5,S0
393,47,48,S0
554,599,39,S0
47,320,48,S0
125,1316,48,S0
355,606,69,S0
454,679,68,S0
662,1043,69,S0
118,768,19,S0
81,714,46,S0
1084,602,19,S0
364,1338,48,S0
280,629,73,S0
605,1094,60,S0
680,737,48,S0
411,1038,48,S0
233,397,48,S0
981,716,46,S0
502,1462,48,S0
162,949,48,S0
236,1167,5,S0
21,256,48,S0
768,1385,74,S0
582,350,19,S0
856,1327,46,S0
107,164,15,S0
827,239,46,S0
315,1256,59,S0
410,747,48,S0
890,15,74,S0
708,548,71,S0
934,623,72,S0
561,466,72,S0
488,590,46,S0
50,968,48,S0
657,537,19,S0
917,1095,72,S0
151,1079,72,S0
744,53,15,S0
50,399,48,S0
480,722,48,S0
1109,179,72,S0
663,1105,72,S0
421,245,48,S0
881,885,46,S0
527,284,48,S0
696,727,72,S0
432,156,3,S0
491,910,48,S0
264,839,74,S0
24,21,59,S0
152,727,72,S0
132,334,48,S0
118,1004,48,S0
526,76,46,S0
489,1153,66,S0
305,809,46,S0
94,818,46,S0
684,725,72,S0
507,714,48,S0
752,1196,48,S0
541,1048,46,S0
212,257,48,S0
61,902,48,S0
408,416,48,S0
206,922,48,S0
627,696,72,S0
193,1259,48,S0
61,56,48,S0
373,630,48,S0
593,285,48,S0
461,661,48,S0
121,672,3,S0
457,519,46,S0
226,1093,9,S0
286,346,78,S0
944,805,46,S0
105,696,46,S0
209,40,46,S0
366,1005,26,S0
240,121,48,S0
1253,874,48,S0
303,1393,46,S0
153,713,5,S0
411,1011,72,S0
1192,581,74,S0
222,693,48,S0
630,1132,31,S0
707,1079,72,S0
975,1070,46,S0
126,562,46,S0
80,560,48,S0
947,727,74,S0
41,882,19,S0
119,793,36,S0
36,903,46,S0
611,1438,72,S0
288,310,61,S0
871,226,46,S0
87,533,19,S0
1231,460,74,S0
229,325,19,S0
21,1376,48,S0
753,1033,74,S0
498,885,46,S0
68,747,11,S0
633,510,72,S0
49,328,46,S0
89,798,53,S0
617,1062,69,S0
616,671,48,S0
232,882,3,S0
1,1130,48,S0
956,920,29,S0
675,490,71,S0
155,95,48,S0
184,119,48,S0
1101,1149,46,S0
734,809,72,S0
261,664,46,S0
48,451,48,S0
356,363,48,S0
1002,527,69,S0
226,7,46,S0
536,119,53,S0
369,885,46,S0
167,169,72,S0
219,456,71,S0
977,288,48,S0
74,596,48,S0
436,37,74,S0
263,386,5,S0
1020,241,48,S0
331,654,48,S0
1053,736,48,S0
907,426,48,S0
200,1159,46,S0
163,503,59,S0
107,402,48,S0
1220,108,23,S0
38,394,48,S0
538,643,72,S0
815,406,72,S0
180,343,56,S0
299,897,71,S0
731,109,69,S0
399,1150,36,S0
561,249,69,S0
700,687,48,S0
396,590,48,S0
601,885,46,S0
962,659,69,S0
355,0,72,S0
630,519,46,S0
857,1052,46,S0
717,768,48,S0
3,576,24,S0
84,567,46,S0
444,590,46,S0
121,31,74,S0
989,809,46,S0
391,995,48,S0
512,1257,48,S0
1015,371,48,S0
121,881,74,S0
542,1017,74,S0
209,541,46,S0
445,313,72,S0
118,816,48,S0
840,920,48,S0
818,426,72,S0
105,278,15,S0
193,232,3,S0
313,414,74,S0
212,210,48,S0
239,1079,72,S0
777,962,5,S0
590,1328,63,S0
606,809,46,S0
151,503,59,S0
713,552,82,S0
340,13,74,S0
888,7,46,S0
806,160,46,S0
476,489,48,S0
310,234,48,S0
86,810,59,S0
132,654,31,S0
193,659,29,S0
436,948,74,S0
47,152,48,S0
667,115,48,S0
639,761,19,S0
134,614,48,S0
27,363,59,S0
177,929,48,S0
200,947,46,S0
832,1144,48,S0
229,678,31,S0
426,1064,84,S0
386,80,48,S0
490,659,69,S0
914,366,36,S0
421,936,46,S0
621,250,5,S0
9,382,72,S0
959,328,72,S0
672,406,72,S0
672,418,46,S0
1057,1385,69,S0
480,942,48,S0
539,133,48,S0
358,959,48,S0
994,912,48,S0
983,900,48,S0
476,825,69,S0
31,846,72,S0
91,1011,72,S0
274,218,48,S0
891,859,46,S0
867,460,74,S0
105,298,15,S0
43,250,19,S0
637,189,48,S0
913,1271,52,S0
272,1215,48,S0
515,1070,59,S0
232,1385,74,S0
1138,656,70,S0
1145,999,23,S0
138,596,74,S0
1121,1008,15,S0
584,75,33,S0
1019,842,48,S0
246,163,48,S0
990,826,39,S0
431,233,15,S0
755,1016,72,S0
947,1016,72,S0
153,252,46,S0
246,187,48,S0
614,287,48,S0
397,956,48,S0
593,426,72,S0
202,53,15,S0
554,470,48,S0
169,1098,74,S0
328,905,46,S0
35,386,5,S0
356,43,46,S0
4,553,74,S0
729,1129,72,S0
266,702,48,S0
302,751,36,S0
193,73,59,S0
1120,1098,46,S0
4,911,74,S0
249,1307,8,S0
37,559,48,S0
250,298,48,S0
487,493,48,S0
419,492,3,S0
909,1153,66,S0
475,642,59,S0
137,366,36,S0
729,525,72,S0
43,1073,72,S0
1013,533,72,S0
37,248,46,S0
133,1041,69,S0
113,947,74,S0
13,229,46,S0
345,382,32,S0
652,564,15,S0
625,903,46,S0
280,1182,72,S0
363,172,48,S0
685,727,46,S0
775,1147,72,S0
436,413,74,S0
355,872,59,S0
461,162,72,S0
423,727,72,S0
860,148,48,S0
350,1195,46,S0
224,1121,15,S0
747,297,82,S0
364,681,8,S0
4,755,74,S0
59,1077,46,S0
340,775,74,S0
44,411,48,S0
707,1361,19,S0
899,900,48,S0
65,127,72,S0
552,425,72,S0
63,409,60,S0
1037,429,48,S0
971,927,72,S0
151,745,3,S0
344,533,19,S0
817,644,48,S0
264,349,74,S0
725,258,46,S0
457,165,76,S0
644,73,59,S0
1059,106,48,S0
139,1017,11,S0
1165,377,23,S0
258,1149,72,S0
727,669,74,S0
15,404,33,S0
423,562,48,S0
593,1088,4,S0
333,282,46,S0
481,692,48,S0
24,301,59,S0
709,1395,20,S0
162,159,46,S0
220,774,48,S0
670,747,2,S0
303,2,48,S0
76,231,15,S0
294,609,48,S0
538,345,72,S0
1170,567,48,S0
485,110,48,S0
2,1153,66,S0
205,664,19,S0
493,773,48,S0
604,619,48,S0
193,638,59,S0
310,867,48,S0
139,838,5,S0
398,48,46,S0
857,768,48,S0
193,452,59,S0
4,939,72,S0
536,304,53,S0
1195,626,66,S0
68,696,5,S0
194,282,48,S0
990,576,53,S0
56,422,53,S0
471,94,48,S0
380,1077,46,S0
559,28,48,S0
234,887,46,S0
254,1438,46,S0
884,366,36,S0
779,410,48,S0
40,1343,72,S0
209,576,8,S0
691,887,46,S0
1184,1169,72,S0
579,354,48,S0
35,405,5,S0
288,172,48,S0
1046,234,48,S0
527,200,5,S0
38,1009,48,S0
939,692,48,S0
638,581,36,S0
417,171,72,S0
407,940,3,S0
1044,250,48,S0
711,531,72,S0
474,1327,46,S0
1010,809,46,S0
874,766,48,S0
642,427,59,S0
277,470,3,S0
31,1171,72,S0
201,884,9,S0
567,268,72,S0
659,105,72,S0
603,977,48,S0
149,182,48,S0
272,523,48,S0
772,805,46,S0
277,50,3,S0
325,799,48,S0
344,75,46,S0
1354,121,10,S0
479,791,8,S0
345,47,69,S0
573,19,48,S0
473,582,46,S0
767,592,48,S0
19,467,48,S0
233,73,48,S0
875,381,69,S0
498,1221,15,S0
929,1259,48,S0
733,789,74,S0
245,994,48,S0
496,549,48,S0
946,298,48,S0
75,1192,19,S0
492,260,48,S0
511,941,72,S0
263,366,5,S0
40,1068,72,S0
549,493,48,S0
180,1419,69,S0
461,539,48,S0
754,817,48,S0
208,722,3,S0
733,344,74,S0
518,23,46,S0
1181,452,48,S0
838,560,48,S0
542,303,46,S0
1072,726,46,S0
1112,651,48,S0
4,106,3,S0
20,676,48,S0
788,452,81,S0
0,239,46,S0
252,619,48,S0
90,202,48,S0
394,773,48,S0
127,282,46,S0
352,1073,46,S0
419,1054,3,S0
724,173,71,S0
252,81,48,S0
1014,11,19,S0
306,758,69,S0
392,499,48,S0
430,533,56,S0
651,199,48,S0
396,799,48,S0
119,905,46,S0
6,559,7,S0
254,837,72,S0
346,189,48,S0
915,1073,79,S0
384,1182,72,S0
233,1020,48,S0
646,280,48,S0
784,842,48,S0
858,78,72,S0
225,1085,72,S0
510,360,48,S0
616,334,48,S0
1186,626,66,S0
174,418,46,S0
814,345,48,S0
44,456,48,S0
101,1037,8,S0
184,576,48,S0
342,513,74,S0
816,623,46,S0
722,603,46,S0
550,1099,46,S0
471,772,69,S0
505,740,48,S0
87,867,72,S0
60,76,48,S0
449,773,48,S0
733,574,74,S0
751,2,48,S0
538,56,72,S0
54,224,48,S0
334,1008,15,S0
888,1347,72,S0
461,430,72,S0
133,1099,46,S0
1008,552,19,S0
535,413,48,S0
226,452,72,S0
88,12,48,S0
206,449,48,S0
268,678,31,S0
814,946,46,S0
703,48,19,S0
397,564,48,S0
187,633,48,S0
250,1037,63,S0
696,1077,46,S0
174,938,48,S0
906,797,74,S0
1127,114,59,S0
191,707,74,S0
183,393,15,S0
766,96,72,S0
204,457,3,S0
277,1147,74,S0
560,608,48,S0
296,325,46,S0
121,745,3,S0
376,241,8,S0
29,1095,72,S0
418,1026,46,S0
944,514,46,S0
565,248,46,S0
1001,276,48,S0
262,1009,15,S0
866,408,48,S0
514,252,46,S0
514,382,32,S0
296,1485,69,S0
501,942,1,S0
897,314,2,S0
135,549,48,S0
1175,467,72,S0
336,258,46,S0
91,748,46,S0
469,791,69,S0
266,214,48,S0
745,303,46,S0
728,178,69,S0
973,849,5,S0
708,180,71,S0
839,1149,72,S0
193,803,29,S0
313,232,74,S0
843,310,70,S0
705,310,72,S0
10,250,48,S0
967,936,46,S0
54,676,48,S0
862,676,46,S0
417,1221,15,S0
543,711,74,S0
267,367,48,S0
410,1036,48,S0
805,717,69,S0
329,1087,48,S0
852,460,74,S0
857,250,48,S0
411,533,46,S0
831,100,48,S0
984,476,71,S0
121,995,3,S0
10,830,48,S0
539,233,48,S0
65,867,72,S0
269,180,5,S0
316,885,72,S0
775,430,46,S0
1183,303,72,S0
622,104,48,S0
133,977,28,S0
465,723,81,S0
762,446,36,S0
414,1254,69,S0
133,971,48,S0
928,696,46,S0
514,747,48,S0
163,659,29,S0
486,552,69,S0
226,11,59,S0
433,903,46,S0
73,339,36,S0
720,27,48,S0
37,701,46,S0
15,170,72,S0
4,900,3,S0
350,561,82,S0
521,644,67,S0
298,1001,48,S0
993,304,59,S0
124,657,19,S0
259,884,48,S0
654,1079,72,S0
672,676,46,S0
998,48,48,S0
1283,1438,46,S0
489,1459,69,S0
979,282,46,S0
911,900,46,S0
205,344,19,S0
313,318,74,S0
793,1192,26,S0
717,856,72,S0
240,1467,48,S0
817,727,74,S0
461,252,48,S0
484,660,48,S0
652,23,31,S0
394,885,72,S0
964,320,48,S0
153,1040,46,S0
906,1257,74,S0
944,226,46,S0
299,393,60,S0
983,465,48,S0
61,1189,48,S0
535,576,24,S0
481,25,48,S0
409,868,19,S0
492,213,48,S0
718,693,5,S0
48,1009,48,S0
191,1013,74,S0
11,1064,4,S0
106,532,48,S0
293,112,48,S0
434,25,46,S0
82,1169,26,S0
445,528,72,S0
578,326,46,S0
85,425,48,S0
1210,1172,69,S0
627,1347,72,S0
366,351,48,S0
727,657,48,S0
274,361,74,S0
224,903,46,S0
992,903,72,S0
857,604,48,S0
257,510,48,S0
359,523,48,S0
481,420,48,S0
626,169,2,S0
916,1085,46,S0
108,386,71,S0
671,402,48,S0
206,57,48,S0
512,692,69,S0
6,118,7,S0
141,590,48,S0
1166,119,48,S0
276,692,59,S0
30,694,59,S0
853,533,46,S0
430,352,46,S0
157,405,5,S0
204,1147,74,S0
296,956,74,S0
340,434,74,S0
238,869,48,S0
452,357,59,S0
571,822,5,S0
272,257,48,S0
467,81,74,S0
830,722,15,S0
341,1215,48,S0
857,865,15,S0
223,900,46,S0
1017,993,46,S0
903,1146,19,S0
127,1026,46,S0
461,1133,72,S0
866,903,46,S0
340,97,74,S0
259,956,59,S0
168,410,48,S0
204,508,3,S0
1010,1182,72,S0
637,53,15,S0
220,162,48,S0
962,1169,26,S0
317,1037,70,S0
224,551,46,S0
88,371,48,S0
233,214,48,S0
245,214,48,S0
583,90,48,S0
793,693,48,S0
90,3,48,S0
918,590,46,S0
257,1259,48,S0
623,119,74,S0
1054,236,69,S0
193,768,72,S0
460,911,72,S0
300,679,44,S0
270,864,48,S0
63,499,60,S0
613,15,46,S0
668,430,46,S0
272,866,48,S0
140,1019,48,S0
678,604,48,S0
246,938,48,S0
1025,1085,72,S0
1196,976,69,S0
815,76,46,S0
86,561,59,S0
722,1186,15,S0
397,521,48,S0
108,572,71,S0
253,948,46,S0
417,1068,72,S0
1170,426,48,S0
798,1249,81,S0
322,623,72,S0
560,971,48,S0
715,675,74,S0
148,209,69,S0
984,294,71,S0
68,1151,5,S0
662,76,19,S0
896,548,36,S0
1078,287,69,S0
38,919,48,S0
564,551,72,S0
144,656,48,S0
744,7,46,S0
264,502,74,S0
4,323,3,S0
570,447,69,S0
52,371,48,S0
1161,672,32,S0
382,1199,19,S0
222,581,48,S0
139,566,5,S0
680,146,48,S0
605,180,75,S0
345,406,72,S0
471,1455,8,S0
945,40,72,S0
616,1449,48,S0
498,234,48,S0
659,114,59,S0
359,710,48,S0
3,795,48,S0
552,1070,48,S0
241,1073,46,S0
19,1005,48,S0
1048,686,19,S0
49,1011,72,S0
129,1070,48,S0
1200,426,48,S0
144,676,48,S0
193,14,3,S0
502,189,48,S0
166,264,59,S0
570,567,46,S0
581,160,48,S0
430,406,72,S0
302,241,72,S0
830,497,48,S0
252,956,59,S0
234,160,46,S0
608,720,53,S0
949,905,46,S0
1061,253,74,S0
963,643,46,S0
310,837,46,S0
990,614,53,S0
525,805,46,S0
707,686,19,S0
877,392,46,S0
350,232,46,S0
334,75,46,S0
205,345,19,S0
253,338,72,S0
900,796,48,S0
1053,831,48,S0
1020,840,48,S0
525,1192,26,S0
360,1165,48,S0
639,657,19,S0
353,373,48,S0
1218,851,48,S0
445,249,72,S0
403,1010,19,S0
938,996,48,S0
857,510,48,S0
390,315,48,S0
145,1079,72,S0
655,859,48,S0
845,830,48,S0
862,1048,72,S0
630,644,59,S0
438,664,46,S0
257,256,48,S0
14,1497,48,S0
928,809,46,S0
508,903,46,S0
688,922,48,S0
841,315,59,S0
979,40,46,S0
135,976,46,S0
745,502,48,S0
956,589,72,S0
254,630,48,S0
232,285,3,S0
860,472,48,S0
438,423,70,S0
811,1017,74,S0
39,623,72,S0
2,1463,69,S0
76,257,15,S0
163,547,59,S0
861,646,48,S0
1370,1466,69,S0
135,582,46,S0
245,112,48,S0
58,211,1,S0
552,142,72,S0
233,521,48,S0
206,298,48,S0
245,463,24,S0
168,804,48,S0
336,392,46,S0
46,1159,46,S0
579,168,59,S0
407,1004,74,S0
256,771,46,S0
44,719,26,S0
364,1149,72,S0
428,839,36,S0
419,525,3,S0
264,765,72,S0
43,662,19,S0
702,727,46,S0
264,529,74,S0
946,441,69,S0
998,243,48,S0
127,788,19,S0
462,707,46,S0
771,582,46,S0
392,246,48,S0
15,1085,72,S0
213,912,48,S0
740,552,82,S0
959,547,72,S0
1056,528,46,S0
794,97,46,S0
135,722,15,S0
739,805,46,S0
824,679,48,S0
272,469,48,S0
604,285,67,S0
111,1147,46,S0
777,1198,5,S0
358,36,5,S0
418,276,48,S0
731,315,53,S0
57,1004,48,S0
559,929,48,S0
115,767,48,S0
193,816,3,S0
155,40,46,S0
102,246,48,S0
484,6,48,S0
818,1012,48,S0
766,169,72,S0
567,51,63,S0
173,752,48,S0
480,925,48,S0
340,51,74,S0
190,160,48,S0
551,1143,8,S0
280,1153,66,S0
252,492,48,S0
589,514,48,S0
377,173,71,S0
135,859,46,S0
55,696,46,S0
568,803,48,S0
460,764,8,S0
510,692,59,S0
428,572,48,S0
10,500,72,S0
433,681,8,S0
326,905,46,S0
174,1342,48,S0
596,118,60,S0
794,1266,38,S0
277,230,72,S0
1095,178,46,S0
456,284,48,S0
777,298,48,S0
139,805,5,S0
118,406,19,S0
94,417,46,S0
150,293,48,S0
1255,226,37,S0
316,659,82,S0
965,1052,72,S0
840,277,74,S0
705,921,72,S0
216,901,5,S0
1129,1073,46,S0
428,238,48,S0
537,1121,19,S0
718,861,5,S0
600,826,74,S0
127,404,19,S0
354,525,48,S0
693,113,72,S0
324,128,48,S0
945,406,72,S0
344,1105,72,S0
467,574,74,S0
720,186,32,S0
734,561,9,S0
157,1438,46,S0
290,223,48,S0
439,1292,48,S0
502,130,48,S0
509,327,48,S0
527,983,28,S0
385,1132,59,S0
252,420,48,S0
741,554,48,S0
62,540,46,S0
451,54,48,S0
775,433,46,S0
411,1242,48,S0
962,671,48,S0
806,726,46,S0
613,240,48,S0
575,1466,69,S0
198,920,29,S0
150,816,48,S0
80,111,48,S0
919,1008,15,S0
431,549,15,S0
461,617,72,S0
889,252,70,S0
672,97,46,S0
402,554,69,S0
680,1067,48,S0
705,443,72,S0
519,1105,72,S0
788,686,19,S0
779,816,15,S0
539,397,48,S0
759,677,48,S0
183,760,15,S0
66,286,48,S0
417,779,72,S0
460,1052,72,S0
104,773,48,S0
1148,585,72,S0
37,1040,46,S0
232,298,3,S0
7,1077,46,S0
356,1052,72,S0
818,824,48,S0
194,938,46,S0
937,6,49,S0
346,1490,48,S0
428,754,48,S0
133,789,72,S0
396,1259,48,S0
1002,441,69,S0
474,609,48,S0
1100,309,46,S0
637,12,48,S0
346,454,48,S0
1196,952,69,S0
692,678,48,S0
1068,859,48,S0
451,112,48,S0
195,643,46,S0
794,946,46,S0
578,818,46,S0
363,315,59,S0
1067,371,69,S0
523,497,48,S0
581,190,48,S0
24,505,3,S0
823,730,72,S0
46,771,46,S0
771,795,72,S0
320,500,72,S0
777,707,72,S0
742,1026,46,S0
100,282,82,S0
666,385,24,S0
1132,956,59,S0
24,539,59,S0
15,541,72,S0
48,744,15,S0
9,345,72,S0
549,13,48,S0
204,7,74,S0
221,754,46,S0
603,172,48,S0
131,149,48,S0
502,919,48,S0
1152,457,29,S0
456,1158,48,S0
70,433,46,S0
515,270,59,S0
567,771,46,S0
1233,1052,46,S0
732,1079,72,S0
319,1200,48,S0
615,406,72,S0
256,1170,48,S0
388,662,19,S0
428,957,36,S0
726,1102,74,S0
339,180,48,S0
258,732,19,S0
297,114,59,S0
207,60,48,S0
1037,264,59,S0
86,168,59,S0
1014,868,19,S0
250,1011,72,S0
139,597,5,S0
492,99,48,S0
139,527,5,S0
141,567,48,S0
536,1203,8,S0
463,175,13,S0
996,887,46,S0
679,762,24,S0
866,643,46,S0
690,571,46,S0
739,406,72,S0
565,777,76,S0
191,213,74,S0
514,479,46,S0
52,177,48,S0
334,1079,72,S0
643,75,46,S0
286,393,48,S0
29,1052,72,S0
15,159,46,S0
432,634,59,S0
657,46,19,S0
216,1385,11,S0
910,1469,69,S0
891,1277,14,S0
492,1195,46,S0
310,676,46,S0
815,696,46,S0
1102,1079,72,S0
503,162,59,S0
568,654,31,S0
425,745,48,S0
234,1026,46,S0
1126,323,46,S0
1061,548,69,S0
134,942,72,S0
1286,1466,69,S0
62,809,46,S0
257,523,48,S0
864,905,46,S0
708,5,71,S0
583,368,48,S0
476,1165,48,S0
231,13,48,S0
387,568,15,S0
559,1068,48,S0
965,903,72,S0
467,947,74,S0
117,1196,48,S0
298,159,46,S0
506,1174,69,S0
43,730,72,S0
708,115,71,S0
329,405,48,S0
634,416,48,S0
45,896,48,S0
121,463,59,S0
634,1079,72,S0
568,458,48,S0
676,128,48,S0
823,851,46,S0
118,104,19,S0
861,913,52,S0
266,287,59,S0
886,730,72,S0
936,1073,46,S0
21,895,48,S0
1123,1052,46,S0
486,464,48,S0
547,1098,46,S0
792,567,48,S0
823,663,46,S0
323,53,15,S0
797,664,46,S0
461,301,48,S0
807,880,48,S0
654,479,46,S0
642,693,48,S0
54,12,48,S0
212,194,48,S0
319,968,48,S0
707,393,19,S0
277,220,74,S0
730,903,72,S0
223,326,46,S0
796,598,4,S0
908,701,46,S0
172,704,69,S0
989,325,46,S0
329,7,46,S0
642,632,48,S0
269,476,5,S0
272,502,48,S0
185,26,48,S0
234,1251,48,S0
126,282,46,S0
151,464,74,S0
578,40,46,S0
733,345,74,S0
515,676,48,S0
100,326,48,S0
216,490,65,S0
866,54,48,S0
362,430,46,S0
533,1075,19,S0
519,818,46,S0
1061,196,2,S0
467,566,74,S0
144,13,48,S0
727,1056,10,S0
310,96,72,S0
710,677,48,S0
814,1181,48,S0
1113,876,69,S0
387,702,15,S0
402,75,46,S0
101,864,8,S0
151,836,3,S0
652,929,15,S0
328,303,72,S0
538,1293,72,S0
709,865,20,S0
1000,548,48,S0
497,335,48,S0
923,928,72,S0
37,938,3,S0
280,472,82,S0
327,661,48,S0
318,809,72,S0
84,760,48,S0
17,1079,72,S0
593,659,48,S0
654,900,48,S0
449,514,46,S0
280,846,48,S0
803,407,48,S0
320,588,63,S0
239,654,31,S0
305,1099,46,S0
235,704,48,S0
608,276,53,S0
325,1079,72,S0
633,904,48,S0
830,469,48,S0
1018,663,72,S0
356,373,48,S0
738,1225,72,S0
762,798,53,S0
928,1059,48,S0
180,1148,69,S0
623,225,74,S0
101,447,8,S0
232,59,3,S0
734,461,72,S0
106,1221,15,S0
470,816,48,S0
481,254,48,S0
613,148,48,S0
1108,1275,69,S0
811,924,69,S0
457,642,72,S0
218,23,31,S0
291,525,48,S0
232,344,3,S0
548,869,48,S0
847,803,69,S0
686,936,46,S0
733,614,74,S0
515,202,48,S0
30,721,48,S0
206,52,48,S0
672,479,46,S0
37,712,48,S0
162,388,48,S0
227,712,20,S0
857,97,48,S0
603,607,59,S0
419,976,3,S0
616,1469,69,S0
238,983,28,S0
6,497,48,S0
190,1192,26,S0
353,1170,48,S0
361,1160,72,S0
1371,1089,69,S0
174,18,48,S0
507,676,48,S0
1248,1148,69,S0
354,410,48,S0
728,661,69,S0
256,222,48,S0
275,698,72,S0
421,515,48,S0
78,1121,15,S0
44,751,48,S0
20,214,48,S0
883,1077,46,S0
527,294,5,S0
311,99,15,S0
196,644,48,S0
779,695,15,S0
17,1149,72,S0
466,220,48,S0
398,205,19,S0
835,252,46,S0
576,796,29,S0
938,301,48,S0
428,411,48,S0
24,499,48,S0
410,1143,26,S0
204,384,3,S0
539,503,48,S0
38,1215,48,S0
313,1183,74,S0
526,78,46,S0
568,1077,46,S0
956,406,72,S0
891,308,14,S0
496,57,48,S0
29,430,72,S0
1179,698,69,S0
984,525,71,S0
993,406,72,S0
925,185,48,S0
815,155,46,S0
720,250,19,S0
711,486,72,S0
783,270,74,S0
749,165,69,S0
149,802,48,S0
43,1233,46,S0
866,1147,46,S0
229,568,48,S0
163,319,48,S0
163,1327,46,S0
556,163,48,S0
580,720,48,S0
613,334,48,S0
27,632,48,S0
125,752,48,S0
520,242,48,S0
562,571,69,S0
779,42,48,S0
766,1042,72,S0
624,355,69,S0
1000,693,5,S0
161,540,46,S0
95,25,72,S0
287,219,20,S0
763,512,81,S0
914,115,36,S0
366,560,48,S0
431,799,15,S0
778,914,48,S0
89,767,36,S0
1058,1165,74,S0
1048,1052,72,S0
505,1363,81,S0
858,21,72,S0
367,418,46,S0
1053,47,48,S0
407,684,74,S0
306,44,48,S0
722,1094,48,S0
413,519,46,S0
151,730,74,S0
268,497,48,S0
500,616,5,S0
73,882,13,S0
237,1347,72,S0
1055,249,69,S0
231,559,48,S0
41,165,76,S0
925,243,48,S0
752,1279,69,S0
23,1292,46,S0
515,277,48,S0
910,516,48,S0
30,686,48,S0
713,707,72,S0
121,976,3,S0
122,48,19,S0
121,70,3,S0
465,707,72,S0
387,272,15,S0
353,406,72,S0
423,1008,48,S0
113,220,74,S0
815,382,46,S0
576,971,36,S0
362,696,46,S0
453,1073,46,S0
76,266,15,S0
339,802,48,S0
60,98,59,S0
312,327,48,S0
212,520,48,S0
536,651,8,S0
348,687,48,S0
562,831,48,S0
338,433,46,S0
836,303,46,S0
538,21,72,S0
570,566,48,S0
105,239,15,S0
454,297,48,S0
690,716,46,S0
223,497,48,S0
847,817,48,S0
710,28,48,S0
10,520,48,S0
866,922,48,S0
611,638,72,S0
639,1048,19,S0
151,1121,15,S0
754,804,48,S0
495,877,59,S0
442,606,69,S0
809,1017,74,S0
461,100,48,S0
262,613,15,S0
36,671,48,S0
113,1298,19,S0
275,696,46,S0
696,1011,72,S0
816,774,48,S0
253,239,72,S0
471,497,8,S0
277,194,3,S0
366,297,69,S0
106,968,48,S0
716,325,46,S0
11,452,59,S0
441,101,8,S0
121,286,59,S0
224,401,63,S0
1321,971,48,S0
504,887,46,S0
103,861,5,S0
705,884,74,S0
184,509,48,S0
753,999,74,S0
652,51,15,S0
614,773,72,S0
502,986,48,S0
952,554,48,S0
940,76,46,S0
771,1070,46,S0
151,7,3,S0
313,224,74,S0
387,311,15,S0
366,339,48,S0
267,430,46,S0
24,1110,48,S0
1118,679,48,S0
281,883,48,S0
644,867,59,S0
355,655,72,S0
26,130,48,S0
467,1024,74,S0
538,1161,72,S0
359,1015,48,S0
684,1040,72,S0
866,373,48,S0
446,751,48,S0
1162,581,74,S0
570,901,46,S0
344,345,19,S0
627,73,72,S0
1117,908,48,S0
298,598,68,S0
305,1347,72,S0
716,905,46,S0
425,1395,20,S0
407,981,3,S0
471,1073,46,S0
1001,327,48,S0
393,454,48,S0
685,541,46,S0
191,461,74,S0
207,186,48,S0
672,514,46,S0
1241,191,48,S0
1215,564,48,S0
1022,1195,46,S0
311,371,48,S0
125,406,48,S0
413,779,71,S0
626,1485,69,S0
1072,1055,74,S0
56,363,53,S0
456,673,48,S0
252,311,48,S0
341,634,46,S0
618,734,37,S0
811,848,69,S0
181,137,59,S0
19,644,48,S0
969,1195,46,S0
845,714,48,S0
220,353,48,S0
155,717,69,S0
891,902,14,S0
385,1180,13,S0
837,1225,72,S0
144,598,68,S0
425,984,39,S0
155,1015,46,S0
272,163,48,S0
428,804,48,S0
40,980,72,S0
568,679,68,S0
639,851,19,S0
190,784,48,S0
482,1118,48,S0
1004,946,72,S0
1073,897,66,S0
393,687,48,S0
461,525,72,S0
783,351,74,S0
557,1153,66,S0
570,1098,72,S0
366,1040,46,S0
35,244,5,S0
118,654,31,S0
78,1127,48,S0
717,481,48,S0
216,1296,5,S0
79,1017,74,S0
78,390,48,S0
714,78,48,S0
426,216,48,S0
1110,1046,48,S0
630,676,46,S0
198,244,36,S0
431,1266,38,S0
660,613,48,S0
324,772,69,S0
364,891,48,S0
110,2,48,S0
24,1183,69,S0
861,1041,52,S0
1176,865,48,S0
772,818,46,S0
566,1040,72,S0
513,80,71,S0
190,962,48,S0
267,971,46,S0
754,1087,48,S0
583,561,59,S0
921,510,48,S0
944,325,46,S0
421,558,48,S0
467,49,74,S0
1205,708,74,S0
183,231,15,S0
480,901,46,S0
16,497,48,S0
168,474,48,S0
107,408,15,S0
920,818,46,S0
723,880,69,S0
15,40,72,S0
703,683,19,S0
659,285,48,S0
201,1095,72,S0
121,205,3,S0
1010,137,53,S0
508,418,46,S0
457,830,15,S0
214,947,46,S0
497,345,19,S0
484,1070,48,S0
210,28,48,S0
4,603,74,S0
788,1420,19,S0
